"Rater_ID","ID","Rating"
"34","71615","10"
"34","79501","6"
"34","82243","2"
"34","82694","7"
"34","86250","9"
"34","93137","7"
"34","93822","6"
"34","95705","6"
"34","96256","7"
"34","98253","8"
"34","102803","4"
"34","108399","7"
"34","112818","8"
"34","116282","7"
"34","117407","8"
"34","120201","8"
"34","133189","8"
"34","146882","8"
"34","163978","8"
"34","203009","1"
"34","208092","7"
"34","247199","6"
"34","289944","7"
"34","320244","2"
"34","338013","6"
"34","364569","9"
"34","376136","8"
"34","379725","8"
"34","381849","8"
"34","390521","5"
"34","396184","8"
"34","425379","8"
"34","427470","6"
"34","449467","7"
"34","450188","9"
"34","451094","7"
"34","480025","8"
"34","756648","7"
"34","829482","5"
"34","986233","10"
"34","990407","4"
"34","993846","9"
"34","1034314","4"
"34","1043844","3"
"34","1124035","8"
"34","1172570","7"
"34","1232829","7"
"34","1234719","6"
"34","1259014","7"
"34","1270291","3"
"34","1343092","6"
"34","1375666","9"
"34","1450321","7"
"34","1549920","5"
"34","1588895","10"
"34","1684233","6"
"34","1692486","7"
"34","1821549","8"
"34","1924429","8"
"34","1928330","4"
"34","1956620","5"
"34","2172935","7"
"34","2193215","6"
"34","2278388","8"
"34","2294449","7"
"34","2581244","8"
"34","2582846","4"
"34","2872718","8"
"34","2975578","7"
"35","65938","9"
"36","1650554","8"
"37","68646","9"
"37","71562","10"
"37","86250","8"
"37","99674","8"
"37","393162","9"
"37","430922","8"
"37","1024648","9"
"37","1300854","8"
"37","1392170","7"
"37","1433108","6"
"37","1650554","9"
"37","1706593","7"
"38","2245084","4"
"39","1300854","9"
"39","1408101","9"
"40","25316","7"
"40","29843","10"
"40","31381","9"
"40","34248","7"
"40","34583","8"
"40","37017","8"
"40","38109","7"
"40","38787","9"
"40","39694","6"
"40","42004","5"
"40","44706","9"
"40","44937","6"
"40","48947","8"
"40","51658","4"
"40","57590","5"
"40","68646","8"
"40","82766","6"
"40","105695","8"
"40","816442","7"
"40","975645","7"
"40","1024648","5"
"40","1045658","7"
"40","1126590","8"
"40","1195478","5"
"40","1210819","7"
"40","1216492","6"
"40","1232829","8"
"40","1343092","7"
"40","1616195","7"
"40","1623205","9"
"40","1661199","8"
"40","1670345","6"
"40","1907668","7"
"40","1911644","8"
"40","1980929","5"
"40","2004420","5"
"40","2023587","9"
"40","2083383","8"
"40","2180411","6"
"40","2278388","7"
"40","2294629","9"
"40","2302755","5"
"41","104652","8"
"41","109830","10"
"41","119008","8"
"41","119217","10"
"41","137523","10"
"41","169547","8"
"41","292963","3"
"41","338013","9"
"41","352248","9"
"41","427309","10"
"41","450259","10"
"41","1045658","9"
"41","1306980","9"
"41","1392214","10"
"41","1403865","9"
"41","1535109","9"
"41","1631867","10"
"41","1675434","9"
"41","1979320","9"
"42","108052","9"
"42","109830","10"
"42","816692","10"
"43","76759","5"
"43","80684","9"
"43","86250","9"
"43","94737","5"
"43","109040","9"
"43","109830","10"
"43","119038","5"
"43","137523","9"
"43","151804","9"
"43","264464","5"
"43","298203","8"
"43","362227","8"
"43","385002","9"
"43","455944","8"
"43","482571","8"
"43","758758","5"
"43","790636","9"
"43","816692","9"
"43","822832","8"
"43","838283","8"
"43","910936","5"
"43","948470","9"
"43","1229340","5"
"43","1245492","6"
"43","1285016","5"
"43","1306980","8"
"43","1361318","6"
"43","1375666","9"
"43","1392170","8"
"43","1542344","8"
"43","1564367","9"
"43","1645170","8"
"43","1659337","9"
"43","1790864","9"
"43","1790886","6"
"43","1800246","7"
"43","1840309","8"
"43","1911644","7"
"43","1924435","7"
"43","1951265","5"
"43","1981677","5"
"43","2084970","5"
"43","2106361","8"
"43","2267998","8"
"43","2294449","8"
"43","2557490","8"
"43","2562232","9"
"43","2582802","9"
"43","2582846","9"
"43","2713180","8"
"43","2788710","5"
"43","2872718","8"
"43","2980516","8"
"44","38650","8"
"44","54215","8"
"44","60196","8"
"44","99077","6"
"44","102926","8"
"44","108399","6"
"44","109830","8"
"44","113277","7"
"44","114924","10"
"44","116209","7"
"44","116282","9"
"44","116695","9"
"44","119217","8"
"44","120689","8"
"44","139462","5"
"44","146984","8"
"44","215750","8"
"44","230838","9"
"44","240890","6"
"44","281358","6"
"44","285742","8"
"44","376541","8"
"44","380389","8"
"44","388795","4"
"44","405159","8"
"44","443706","4"
"44","455944","8"
"44","473360","7"
"44","478970","4"
"44","484740","5"
"44","758758","6"
"44","780504","3"
"44","780536","5"
"44","840361","7"
"44","907657","6"
"44","1023111","8"
"44","1126590","8"
"44","1205489","8"
"44","1206543","5"
"44","1242422","8"
"44","1291584","8"
"44","1294226","7"
"44","1306980","6"
"44","1334553","5"
"44","1375666","9"
"44","1392190","9"
"44","1403981","7"
"44","1498569","5"
"44","1563738","8"
"44","1595656","5"
"44","1600196","6"
"44","1606389","8"
"44","1613750","5"
"44","1638002","6"
"44","1655441","7"
"44","1659337","8"
"44","1702439","7"
"44","1714915","7"
"44","1798684","8"
"44","1809398","7"
"44","1850397","5"
"44","1951265","6"
"44","1972571","5"
"44","1972779","10"
"44","2034031","8"
"44","2042568","8"
"44","2082197","5"
"44","2084970","6"
"44","2199571","5"
"44","2267998","9"
"44","2309260","3"
"44","2562232","8"
"44","2582802","7"
"44","2582846","9"
"44","2713180","9"
"44","2788710","4"
"44","2872718","9"
"44","2883512","6"
"44","2994190","7"
"44","3079380","10"
"44","3235888","8"
"44","3729920","5"
"45","32143","9"
"46","1430132","8"
"47","2713180","8"
"48","1723121","8"
"49","816692","9"
"49","2179136","10"
"49","2713180","9"
"50","359950","10"
"51","33467","8"
"51","36775","9"
"51","37017","7"
"51","38057","9"
"51","40202","6"
"51","40897","8"
"51","41959","6"
"51","43265","8"
"51","43456","9"
"51","44079","9"
"51","48316","8"
"51","50976","8"
"51","55830","5"
"51","56663","7"
"51","56923","8"
"51","57171","6"
"51","61495","8"
"51","61735","9"
"51","63442","9"
"51","65063","7"
"51","68555","7"
"51","75314","9"
"51","78748","7"
"51","78788","9"
"51","91167","8"
"51","94226","6"
"51","95765","7"
"51","97123","9"
"51","97216","9"
"51","100234","9"
"51","100589","4"
"51","104466","9"
"51","113819","6"
"51","117666","8"
"51","120889","7"
"51","122136","8"
"51","166924","8"
"51","172495","8"
"51","233841","7"
"51","259072","7"
"51","317248","8"
"51","336693","8"
"51","353969","5"
"51","359950","6"
"51","361862","8"
"51","367089","7"
"51","369702","9"
"51","371772","9"
"51","375912","8"
"51","385277","10"
"51","416960","7"
"51","427312","7"
"51","439477","5"
"51","446755","7"
"51","457513","7"
"51","499335","5"
"51","816442","5"
"51","816692","8"
"51","907657","6"
"51","993846","6"
"51","1020072","7"
"51","1032825","7"
"51","1100089","7"
"51","1263750","8"
"51","1360860","8"
"51","1392190","6"
"51","1396226","8"
"51","1426378","8"
"51","1441395","8"
"51","1454468","6"
"51","1457767","7"
"51","1491044","6"
"51","1559036","8"
"51","1602613","6"
"51","1682180","4"
"51","1706620","8"
"51","1714915","8"
"51","1753846","6"
"51","1756750","8"
"51","1772424","8"
"51","1791528","4"
"51","1798709","9"
"51","1800241","7"
"51","1817273","8"
"51","1821549","6"
"51","1847746","8"
"51","1922777","6"
"51","1932767","8"
"51","1951181","4"
"51","2023587","4"
"51","2024519","10"
"51","2035630","8"
"51","2042568","6"
"51","2071620","6"
"51","2084989","7"
"51","2101441","2"
"51","2106476","9"
"51","2125685","7"
"51","2131523","5"
"51","2139843","7"
"51","2141941","8"
"51","2170593","5"
"51","2190367","7"
"51","2195548","6"
"51","2267998","8"
"51","2278388","7"
"51","2278871","8"
"51","2321549","9"
"51","2326554","8"
"51","2334034","3"
"51","2357790","8"
"51","2382298","8"
"51","2390361","7"
"51","2392326","6"
"51","2404461","9"
"51","2416376","7"
"51","2458912","9"
"51","2509270","5"
"51","2520394","8"
"51","2543336","6"
"51","2582802","9"
"51","2788710","6"
"51","2802154","6"
"51","2822400","4"
"51","2875926","9"
"51","2901736","8"
"51","3235888","5"
"51","3263614","7"
"51","3269074","7"
"51","3310280","9"
"51","3374966","6"
"51","3409392","7"
"51","3416744","7"
"51","3503460","7"
"51","3612616","7"
"51","3630276","8"
"51","3712088","7"
"51","3715320","7"
"51","3966942","8"
"51","4105970","4"
"51","4372118","4"
"51","4408178","6"
"51","4594834","8"
"52","478970","9"
"52","900387","9"
"52","1967545","8"
"52","2140379","4"
"52","2567712","8"
"53","790636","9"
"54","2574698","2"
"55","1267297","4"
"55","1772341","8"
"56","112792","7"
"56","770828","6"
"56","848228","9"
"56","1270798","7"
"56","1345836","10"
"57","100157","7"
"57","455407","7"
"57","481499","8"
"57","993846","8"
"57","1437358","7"
"57","1454468","8"
"57","1528071","4"
"57","1535109","8"
"57","1554091","7"
"57","1646971","8"
"57","1877832","7"
"57","1924435","7"
"57","1966604","8"
"57","2015381","8"
"57","2106361","7"
"57","2226417","6"
"57","2278388","8"
"57","2975578","7"
"58","44081","3"
"58","83658","10"
"58","87544","7"
"58","110912","10"
"58","118715","2"
"58","361748","9"
"58","389860","2"
"58","469494","8"
"58","790736","1"
"58","816711","8"
"58","1130884","7"
"58","1371111","3"
"58","1483013","8"
"58","1517260","8"
"58","1663662","8"
"58","1853728","9"
"59","398842","10"
"59","435651","9"
"59","478970","9"
"59","756683","10"
"59","1109624","9"
"59","1212419","10"
"59","1340138","9"
"59","1617661","7"
"59","1798684","7"
"59","1823672","7"
"59","1964418","10"
"59","2180411","1"
"59","2224026","8"
"59","2310792","8"
"59","2395427","9"
"59","2781030","8"
"59","3149038","8"
"59","3302706","9"
"59","3680410","9"
"59","3787590","9"
"59","4046784","9"
"59","4178092","8"
"60","1682246","4"
"61","361748","8"
"61","1535108","6"
"61","1951264","9"
"61","2024544","7"
"61","2294629","7"
"62","3503730","10"
"63","816711","6"
"64","455944","10"
"65","181689","9"
"65","296572","8"
"65","365907","7"
"65","372784","8"
"65","376136","6"
"65","413300","8"
"65","418279","8"
"65","780504","9"
"65","790724","9"
"65","796366","9"
"65","816692","10"
"65","816711","8"
"65","830515","7"
"65","848228","9"
"65","938330","6"
"65","948470","10"
"65","1027718","7"
"65","1055369","7"
"65","1071875","7"
"65","1074638","10"
"65","1099212","6"
"65","1189340","8"
"65","1194173","8"
"65","1205535","6"
"65","1229238","10"
"65","1234719","4"
"65","1235522","6"
"65","1272878","6"
"65","1276104","8"
"65","1300854","10"
"65","1320253","7"
"65","1343727","5"
"65","1351685","8"
"65","1366365","4"
"65","1368440","3"
"65","1374992","8"
"65","1397280","6"
"65","1399103","7"
"65","1408101","9"
"65","1418377","7"
"65","1428538","6"
"65","1480656","4"
"65","1483013","10"
"65","1486192","7"
"65","1496025","8"
"65","1524137","6"
"65","1535108","8"
"65","1535616","4"
"65","1549920","8"
"65","1551630","6"
"65","1568346","10"
"65","1592525","7"
"65","1599348","8"
"65","1606378","7"
"65","1611224","7"
"65","1614989","8"
"65","1631867","10"
"65","1637688","7"
"65","1656186","5"
"65","1663662","6"
"65","1670345","10"
"65","1684233","7"
"65","1687901","5"
"65","1731141","7"
"65","1734433","8"
"65","1764183","7"
"65","1764234","9"
"65","1764651","7"
"65","1790864","7"
"65","1790885","10"
"65","1815708","7"
"65","1815862","7"
"65","1838544","2"
"65","1855325","7"
"65","1886493","5"
"65","1904996","7"
"65","1905041","10"
"65","1911662","4"
"65","1924429","6"
"65","1925479","6"
"65","1939659","8"
"65","1964418","10"
"65","1990181","6"
"65","2024469","9"
"65","2053463","7"
"65","2199571","6"
"65","2302755","8"
"65","2322601","8"
"65","2330866","8"
"65","2334879","10"
"65","2347144","7"
"65","2357377","8"
"65","2381941","6"
"65","2395427","10"
"65","2717822","6"
"65","2872732","10"
"66","1371111","9"
"66","1517260","2"
"67","831387","7"
"68","1198156","8"
"69","2004432","5"
"70","111161","10"
"70","468569","10"
"70","816692","9"
"70","884732","7"
"70","1189340","7"
"70","1345836","10"
"70","2004420","7"
"70","2084970","4"
"70","2096672","5"
"70","2582802","8"
"70","2802144","4"
"70","2872718","4"
"71","183649","7"
"71","196229","7"
"71","309698","9"
"71","359950","9"
"71","363547","9"
"71","424136","8"
"71","450278","7"
"71","455407","9"
"71","498353","6"
"71","805570","8"
"71","816442","8"
"71","831387","8"
"71","993846","10"
"71","1065073","9"
"71","1077258","9"
"71","1091191","9"
"71","1170358","10"
"71","1204975","8"
"71","1205537","7"
"71","1211956","8"
"71","1226681","9"
"71","1234721","8"
"71","1253863","8"
"71","1267297","8"
"71","1282140","8"
"71","1335975","8"
"71","1413495","6"
"71","1430612","7"
"71","1454468","10"
"71","1490017","9"
"71","1535109","8"
"71","1631867","9"
"71","1731141","8"
"71","1800241","9"
"71","1840309","10"
"71","1843866","9"
"71","1877832","10"
"71","1921064","7"
"71","1942884","8"
"71","1951264","9"
"71","1959490","8"
"71","1972571","9"
"71","1979320","9"
"71","1981115","8"
"71","2015381","9"
"71","2024469","8"
"71","2024544","10"
"71","2177771","7"
"71","2184339","7"
"71","2193215","9"
"71","2226417","8"
"71","2364841","6"
"71","2369135","8"
"71","2383068","8"
"71","2388715","8"
"71","2404311","9"
"71","2473682","7"
"71","2582846","7"
"71","2828996","7"
"71","2870612","8"
"71","2947832","8"
"71","2975578","8"
"71","3165608","1"
"72","2370718","10"
"73","268978","8"
"73","993846","6"
"73","1204975","5"
"73","1272878","6"
"73","1800241","7"
"73","2024544","7"
"73","2215077","4"
"74","107290","9"
"74","369610","8"
"74","478970","8"
"74","816692","9"
"74","1014763","7"
"74","1809398","8"
"74","1823672","8"
"74","1827579","6"
"74","1921064","5"
"74","2103281","7"
"74","2179136","8"
"74","2267998","9"
"74","2379713","9"
"74","2395427","9"
"74","2713180","8"
"74","2820852","8"
"74","2911666","8"
"74","3007512","8"
"75","2126355","5"
"75","3045616","6"
"76","356150","7"
"76","359950","8"
"76","364725","7"
"76","454876","9"
"76","463985","6"
"76","770828","8"
"76","800369","8"
"76","816711","7"
"76","831387","7"
"76","903624","8"
"76","942385","7"
"76","1049413","9"
"76","1210819","6"
"76","1213663","8"
"76","1234721","7"
"76","1245492","7"
"76","1300854","9"
"76","1335975","7"
"76","1343092","8"
"76","1351685","8"
"76","1408101","9"
"76","1418377","5"
"76","1428538","7"
"76","1453405","8"
"76","1454468","7"
"76","1457767","8"
"76","1499658","7"
"76","1535108","7"
"76","1535109","9"
"76","1538403","7"
"76","1549920","7"
"76","1583421","7"
"76","1591095","6"
"76","1596343","8"
"76","1623205","8"
"76","1650554","7"
"76","1663662","7"
"76","1690953","8"
"76","1706620","7"
"76","1717715","3"
"76","1840309","7"
"76","1843866","8"
"76","1854564","7"
"76","1893256","6"
"76","1899353","7"
"76","1905041","8"
"76","1924429","7"
"76","1939659","6"
"76","1951264","8"
"76","1981115","8"
"76","2024469","8"
"76","2103281","8"
"76","2234155","7"
"76","2294449","8"
"77","1258972","5"
"78","307873","10"
"78","824316","9"
"78","1188982","10"
"79","70047","9"
"79","482606","10"
"79","1711425","6"
"80","2179136","10"
"81","1670345","10"
"82","46688","5"
"82","46912","8"
"82","60196","9"
"82","60450","5"
"82","66999","9"
"82","67128","10"
"82","67800","9"
"82","68646","8"
"82","68699","8"
"82","70355","8"
"82","71360","9"
"82","73195","9"
"82","74483","4"
"82","85780","10"
"82","86383","5"
"82","87050","6"
"82","93773","8"
"82","94963","3"
"82","98635","9"
"82","105665","8"
"82","106977","10"
"82","112471","1"
"82","114814","8"
"82","116922","8"
"82","118715","10"
"82","119488","9"
"82","119654","8"
"82","120685","5"
"82","138097","8"
"82","217869","1"
"82","241527","4"
"82","295297","5"
"82","304141","6"
"82","357413","2"
"82","364569","9"
"82","365748","6"
"82","373889","5"
"82","381681","1"
"82","393109","9"
"82","396269","6"
"82","405296","8"
"82","417741","5"
"82","424823","5"
"82","425112","8"
"82","455407","7"
"82","458339","7"
"82","479997","3"
"82","790724","7"
"82","800369","4"
"82","831387","7"
"82","848228","5"
"82","887883","7"
"82","903624","5"
"82","942385","6"
"82","948470","6"
"82","993842","6"
"82","993846","5"
"82","1024648","7"
"82","1037705","1"
"82","1038919","1"
"82","1060277","1"
"82","1074638","7"
"82","1126618","3"
"82","1170358","6"
"82","1179031","8"
"82","1190080","1"
"82","1194173","6"
"82","1201607","8"
"82","1210819","7"
"82","1226774","5"
"82","1228705","3"
"82","1229238","8"
"82","1234721","8"
"82","1243957","2"
"82","1276104","8"
"82","1277953","8"
"82","1291580","7"
"82","1311071","6"
"82","1327773","6"
"82","1371111","9"
"82","1385956","8"
"82","1408101","6"
"82","1423995","8"
"82","1424432","7"
"82","1430132","7"
"82","1433811","7"
"82","1440345","8"
"82","1441395","8"
"82","1453405","8"
"82","1477855","5"
"82","1483013","5"
"82","1490017","5"
"82","1499658","7"
"82","1504320","8"
"82","1506999","8"
"82","1535108","5"
"82","1535109","7"
"82","1568346","7"
"82","1600196","10"
"82","1612774","9"
"82","1641975","7"
"82","1661420","7"
"82","1661820","8"
"82","1667889","1"
"82","1675434","9"
"82","1690953","6"
"82","1723121","7"
"82","1731141","6"
"82","1748122","8"
"82","1772341","7"
"82","1798709","8"
"82","1817273","8"
"82","1823672","5"
"82","1843866","7"
"82","1853728","6"
"82","1855199","7"
"82","1877832","7"
"82","1907668","8"
"82","1911553","6"
"82","1921070","5"
"82","1979320","6"
"82","2053463","7"
"82","2084970","8"
"82","2096673","8"
"82","2103281","8"
"82","2106476","7"
"82","2140373","8"
"82","2177771","7"
"82","2193215","10"
"82","2197849","6"
"82","2203939","3"
"82","2209764","6"
"82","2216240","9"
"82","2229499","5"
"82","2243389","5"
"82","2245084","8"
"82","2267998","10"
"82","2278388","9"
"82","2293138","4"
"82","2310332","4"
"82","2318527","4"
"82","2326612","5"
"82","2334873","7"
"82","2395427","6"
"82","2404311","4"
"82","2420886","5"
"82","2515034","5"
"82","2609222","6"
"82","2692904","8"
"82","2802144","9"
"82","2820852","2"
"82","2911666","4"
"82","2935476","7"
"82","3045616","7"
"82","3077214","8"
"82","3416742","7"
"82","3421514","7"
"82","3539664","8"
"82","4008758","6"
"83","974014","6"
"84","1454468","8"
"85","2234003","7"
"85","2872732","7"
"86","831387","9"
"87","264464","10"
"87","1670345","10"
"88","73486","9"
"88","86250","10"
"88","102926","10"
"88","105695","8"
"88","109830","9"
"88","110413","7"
"88","110912","7"
"88","114369","10"
"88","114814","10"
"88","119174","10"
"88","119488","10"
"88","120586","9"
"88","120735","10"
"88","120815","10"
"88","137523","10"
"88","139654","8"
"88","144084","7"
"88","208092","9"
"88","209144","10"
"88","221027","8"
"88","236493","6"
"88","264464","10"
"88","266987","9"
"88","268978","10"
"88","278504","9"
"88","309698","9"
"88","315733","7"
"88","327056","9"
"88","328107","8"
"88","361748","8"
"88","361862","9"
"88","362227","9"
"88","365907","8"
"88","407887","9"
"88","421715","8"
"88","434409","8"
"88","452623","8"
"88","469494","9"
"88","477348","8"
"88","478970","8"
"88","482571","10"
"88","765429","9"
"88","816692","10"
"88","884732","7"
"88","964517","9"
"88","1014763","7"
"88","1032755","9"
"88","1065073","6"
"88","1100089","6"
"88","1219289","7"
"88","1542344","9"
"88","1631867","9"
"88","1638355","7"
"88","1663662","8"
"88","1666801","7"
"88","1670345","10"
"88","1698641","7"
"88","1781922","8"
"88","1798684","9"
"88","1800241","9"
"88","1823672","7"
"88","1872194","9"
"88","1924396","7"
"88","1979320","10"
"88","2084970","9"
"88","2096672","8"
"88","2096673","10"
"88","2170439","8"
"88","2170593","8"
"88","2179136","5"
"88","2245084","10"
"88","2261331","8"
"88","2267998","8"
"88","2273657","5"
"88","2278388","5"
"88","2293640","9"
"88","2305051","7"
"88","2561572","7"
"88","2562232","6"
"88","2582802","10"
"88","2614684","7"
"88","2713180","10"
"88","2788710","8"
"88","2802144","8"
"88","2872718","10"
"88","2883512","8"
"88","2980472","8"
"88","2980516","8"
"88","3007512","8"
"88","3045616","7"
"88","3079380","8"
"88","3168230","8"
"88","3316960","8"
"88","3442006","6"
"88","3541262","10"
"88","3592542","10"
"89","884732","6"
"90","948470","8"
"90","1045658","7"
"90","1454029","9"
"90","1790885","6"
"90","1853728","10"
"91","254686","9"
"91","478829","8"
"92","79945","5"
"92","87469","8"
"92","2310332","8"
"93","273719","8"
"93","386342","9"
"93","805576","9"
"93","1100089","8"
"93","1525830","8"
"93","1638355","10"
"93","2080374","9"
"93","2084970","9"
"93","2106476","9"
"93","2315558","8"
"93","2379713","6"
"93","2494834","8"
"93","2562232","9"
"93","2802144","8"
"93","2893490","8"
"93","3196174","10"
"93","3346824","8"
"93","3596492","9"
"94","2113075","8"
"95","103060","10"
"96","2051879","10"
"96","2082155","10"
"97","816711","7"
"97","1300854","8"
"97","1408101","7"
"97","1790885","6"
"98","844479","7"
"98","1259521","5"
"98","1703199","6"
"99","454876","8"
"99","1649419","8"
"100","2140373","8"
"100","2179116","9"
"101","2310332","10"
"102","1067583","7"
"102","1392214","7"
"102","1614989","7"
"102","1675434","8"
"102","2334873","6"
"103","48673","10"
"103","60880","10"
"103","93004","10"
"103","95827","10"
"103","101921","10"
"103","102138","10"
"103","102713","9"
"103","104257","10"
"103","117959","10"
"103","118799","10"
"103","887732","10"
"103","986264","10"
"104","861739","8"
"104","1211956","7"
"104","1535109","10"
"104","1555149","9"
"104","2334879","8"
"104","2582802","9"
"105","65207","3"
"105","363163","8"
"105","985699","7"
"106","317740","8"
"106","1638355","9"
"106","4974684","10"
"107","54953","5"
"107","120863","1"
"108","2258858","1"
"108","2737050","9"
"109","1547234","8"
"110","206634","9"
"110","1045658","9"
"110","1454468","8"
"110","1764651","5"
"110","1798709","9"
"111","1631867","10"
"112","1790864","7"
"113","2226417","8"
"114","3312830","9"
"115","1408101","10"
"115","2357129","8"
"116","2267998","9"
"116","2788710","7"
"117","882977","8"
"117","1186788","4"
"117","1245492","10"
"117","1454468","9"
"117","1798684","10"
"117","2103281","9"
"118","137363","7"
"118","172495","9"
"118","416449","9"
"118","433035","9"
"118","477080","7"
"118","848228","9"
"118","914863","1"
"118","936501","9"
"118","993846","9"
"118","1197624","9"
"118","1219289","8"
"118","1234719","6"
"118","1392190","9"
"118","2515034","1"
"118","2802144","9"
"118","2820852","8"
"119","416212","8"
"119","770828","7"
"119","896872","7"
"119","1033575","7"
"119","1210819","8"
"119","1226753","6"
"119","1389096","7"
"119","1408101","8"
"119","1430132","8"
"119","1663662","7"
"119","1683526","8"
"119","1821694","7"
"119","1905041","7"
"119","1951264","8"
"119","2334879","7"
"119","2404463","6"
"120","770828","6"
"120","790628","6"
"120","790724","7"
"120","1047540","7"
"120","1132285","5"
"120","1235522","5"
"120","1300854","8"
"120","1381404","7"
"120","1408101","8"
"120","1483013","6"
"120","1549920","7"
"120","1606378","7"
"120","1650554","6"
"120","1659338","7"
"120","1670345","8"
"120","1814621","6"
"120","1815862","6"
"120","1821549","6"
"120","1821694","7"
"120","1843866","8"
"120","1904996","7"
"120","2172934","7"
"120","2177771","8"
"120","2302755","7"
"120","2404311","7"
"120","2431286","8"
"121","1300854","6"
"122","2338151","10"
"123","363988","7"
"123","2053463","6"
"124","55928","5"
"124","82971","6"
"124","117060","7"
"124","120737","5"
"124","120903","6"
"124","369610","7"
"124","371746","8"
"124","372784","7"
"124","376994","7"
"124","455944","6"
"124","458339","8"
"124","458525","7"
"124","468569","8"
"124","478970","9"
"124","770828","6"
"124","800080","6"
"124","816692","10"
"124","831387","8"
"124","884732","7"
"124","936501","7"
"124","988045","10"
"124","1045658","6"
"124","1086772","6"
"124","1204977","4"
"124","1231583","6"
"124","1250777","7"
"124","1267297","7"
"124","1270798","7"
"124","1291150","5"
"124","1345836","7"
"124","1375670","6"
"124","1392170","7"
"124","1397280","7"
"124","1430132","7"
"124","1430612","8"
"124","1502712","4"
"124","1515091","10"
"124","1542344","6"
"124","1587310","8"
"124","1621045","6"
"124","1631867","7"
"124","1638355","5"
"124","1647668","6"
"124","1650554","7"
"124","1698641","5"
"124","1790864","9"
"124","1823672","8"
"124","1840309","6"
"124","1843866","10"
"124","1872181","9"
"124","1872194","7"
"124","1877832","8"
"124","1924435","7"
"124","1959490","2"
"124","1975159","4"
"124","2004420","6"
"124","2011159","6"
"124","2015381","7"
"124","2024469","8"
"124","2084970","9"
"124","2120120","6"
"124","2179136","8"
"124","2203939","6"
"124","2224026","7"
"124","2239832","6"
"124","2267998","7"
"124","2293640","6"
"124","2333784","6"
"124","2369135","8"
"124","2379713","7"
"124","2381249","9"
"124","2381941","8"
"124","2395427","10"
"124","2446042","7"
"124","2557490","6"
"124","2561572","6"
"124","2679042","7"
"124","2802144","7"
"124","2820852","8"
"124","2828996","5"
"124","2872732","5"
"124","2967224","5"
"124","3045616","5"
